App,Category,Rating,Reviews,Size,Installs,Type,Price
Qatar Airways,TRAVEL_AND_LOCAL,4.3,9.32206062158659,62.0,5.999999999999999,Free,0.0
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.3,9.725197856855544,10.0,5.999999999999999,Free,0.0
"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,10.798145984283169,15.0,6.698970004336019,Free,0.0
United Airlines,TRAVEL_AND_LOCAL,3.5,10.323742746116928,80.0,6.698970004336019,Free,0.0
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,11.82500254475672,14.0,7.0,Free,0.0
CWT To Go,TRAVEL_AND_LOCAL,4.4,9.919016354153754,57.0,5.0,Free,0.0
British Airways,TRAVEL_AND_LOCAL,4.2,10.155801481150117,51.0,5.999999999999999,Free,0.0
Southwest Airlines,TRAVEL_AND_LOCAL,3.9,10.117832509493988,8.3,6.698970004336019,Free,0.0
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.2,10.658341122532052,24.0,6.698970004336019,Free,0.0
JetBlue,TRAVEL_AND_LOCAL,4.4,10.097449430486758,29.0,5.999999999999999,Free,0.0
Flights,TRAVEL_AND_LOCAL,4.4,9.800291359707678,3.1,5.999999999999999,Free,0.0
Fly Delta,TRAVEL_AND_LOCAL,3.7,10.224120725127595,46.0,6.698970004336019,Free,0.0
The Emirates App,TRAVEL_AND_LOCAL,4.4,10.03223250842669,55.0,5.999999999999999,Free,0.0
"KAYAK Flights, Hotels & Cars",TRAVEL_AND_LOCAL,4.5,12.284828371551832,19.0,7.0,Free,0.0
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,10.7743624208798,19.0,6.698970004336019,Free,0.0
KLM - Royal Dutch Airlines,TRAVEL_AND_LOCAL,3.7,8.949624747754216,40.0,5.999999999999999,Free,0.0
Skyscanner,TRAVEL_AND_LOCAL,4.5,13.084757040444284,29.0,7.0,Free,0.0
Lufthansa,TRAVEL_AND_LOCAL,3.6,9.58493381641726,43.0,5.999999999999999,Free,0.0
easyJet: Travel App,TRAVEL_AND_LOCAL,4.4,11.812251977016725,50.0,7.0,Free,0.0
LateRooms: Find Hotel Deals,TRAVEL_AND_LOCAL,4.1,7.791109510610028,13.0,5.999999999999999,Free,0.0
"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,10.798145984283169,15.0,6.698970004336019,Free,0.0
HOTEL DEALS,TRAVEL_AND_LOCAL,4.2,7.3833681469923835,4.0,5.0,Free,0.0
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,11.82500254475672,14.0,7.0,Free,0.0
"KAYAK Flights, Hotels & Cars",TRAVEL_AND_LOCAL,4.5,12.284828371551832,19.0,7.0,Free,0.0
Skyscanner,TRAVEL_AND_LOCAL,4.5,13.084757040444284,29.0,7.0,Free,0.0
IHG®: Hotel Deals & Rewards,TRAVEL_AND_LOCAL,4.3,9.832098956448474,44.0,5.999999999999999,Free,0.0
SPG: Starwood Hotels & Resorts,TRAVEL_AND_LOCAL,4.2,9.018937706446035,22.0,5.999999999999999,Free,0.0
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,9.791326185647797,28.0,5.999999999999999,Free,0.0
Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,9.752780935111424,12.0,6.698970004336019,Free,0.0
Turo - Better Than Car Rental,TRAVEL_AND_LOCAL,4.4,9.554922491560776,46.0,5.999999999999999,Free,0.0
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,6.7912214627261855,7.6,5.0,Free,0.0
Skyscanner,TRAVEL_AND_LOCAL,4.5,13.084757040444284,29.0,7.0,Free,0.0
GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,11.916542199220771,4.1,7.0,Free,0.0
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,8.819073983267831,8.5,5.999999999999999,Free,0.0
Scout GPS Navigation & Meet Up,TRAVEL_AND_LOCAL,4.2,11.698350534216814,31.0,6.698970004336019,Free,0.0
Street Panorama View,TRAVEL_AND_LOCAL,4.2,10.602243971860585,4.1,5.999999999999999,Free,0.0
DreamTrips,TRAVEL_AND_LOCAL,4.7,9.207436158828793,22.0,5.698970004336018,Free,0.0
Sygic Truck GPS Navigation,TRAVEL_AND_LOCAL,4.2,9.81432841621631,28.0,5.999999999999999,Free,0.0
Moto File Manager,TOOLS,4.1,10.562431411754575,5.9,7.0,Free,0.0
Motorola Alert,TOOLS,4.2,10.094066588976938,3.9,7.698970004336018,Free,0.0
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,16.361799424873844,15.0,8.0,Free,0.0
Moto Suggestions ™,TOOLS,4.6,5.730099782973574,4.3,5.999999999999999,Free,0.0
myMetro,TOOLS,4.0,10.173094754260378,5.3,7.0,Free,0.0
My Telcel,TOOLS,3.1,10.732868720419352,16.0,7.698970004336018,Free,0.0
"Calculator - free calculator, multi calculator app",TOOLS,4.6,10.150035081629355,7.5,7.0,Free,0.0
"Calculator - free calculator ,multi calculator app",TOOLS,4.4,7.119635638017636,5.8,5.0,Free,0.0
SHAREit - Transfer & Share,TOOLS,4.6,15.868440374095599,17.0,8.698970004336019,Free,0.0
Files Go by Google: Free up space on your phone,TOOLS,4.6,12.66218333830723,8.5,7.0,Free,0.0
Nokia mobile support,TOOLS,4.4,9.41041998369184,9.1,6.698970004336019,Free,0.0
File Manager -- Take Command of Your Files Easily,TOOLS,4.2,11.753696731152688,7.6,7.0,Free,0.0
Samsung Calculator,TOOLS,4.4,9.169726689090886,2.5,8.0,Free,0.0
Clear,TOOLS,3.1,10.092081066090932,15.0,7.0,Free,0.0
AT&T Smart Wi-Fi,TOOLS,3.9,9.826228466989177,6.1,7.0,Free,0.0
Sound Recorder: Recorder & Voice Changer Free,TOOLS,3.9,9.585483720197958,17.0,7.0,Free,0.0
TouchPal Keyboard for vivo,TOOLS,4.3,5.877735781779639,58.0,5.999999999999999,Free,0.0
Google Assistant Go,TOOLS,3.7,5.752572638825633,4.6,5.698970004336018,Free,0.0
My love,TOOLS,3.5,12.007603413956096,16.0,7.0,Free,0.0
DuraSpeed,TOOLS,3.8,8.599878558034845,1.3,7.0,Free,0.0
HTC Sense Input-LV,TOOLS,3.6,4.07753744390572,2.3,4.698970004336019,Free,0.0
HTC Sense Input-CA,TOOLS,3.1,4.820281565605037,1.9,5.0,Free,0.0
HTC Sense Input-AR,TOOLS,3.8,7.258412150595307,2.7,5.0,Free,0.0
Digital Alarm Clock,TOOLS,4.2,11.682153339086335,16.0,7.0,Free,0.0
Alarm Clock Free,TOOLS,4.0,11.001649739923852,11.0,7.0,Free,0.0
Puzzle Alarm Clock ⏰,TOOLS,4.3,10.37695392954475,5.3,5.999999999999999,Free,0.0
I Can't Wake Up! Alarm Clock,TOOLS,4.5,11.162005358713861,4.2,5.999999999999999,Free,0.0
Brightest Flashlight - LED Light,TOOLS,4.5,13.68410946606559,9.1,7.698970004336018,Free,0.0
LED Flashlight,TOOLS,4.4,12.243878897265928,4.3,7.0,Free,0.0
"CM Flashlight (Compass, SOS)",TOOLS,4.4,12.021951470394075,1.8,6.698970004336019,Free,0.0
Flashlight - Torch LED Light,TOOLS,4.4,12.168687446789164,8.5,7.0,Free,0.0
Super Flashlight + LED,TOOLS,4.3,10.90056533037994,4.4,6.698970004336019,Free,0.0
Brightest Flashlight Free ®,TOOLS,4.7,14.105040172658331,3.8,7.698970004336018,Free,0.0
Fraction Calculator Plus Free,TOOLS,4.5,11.908380640449074,11.0,6.698970004336019,Free,0.0
CALCU™ Stylish Calculator Free,TOOLS,4.7,11.936178099526511,11.0,6.698970004336019,Free,0.0
Calculator with Percent (Free),TOOLS,4.8,10.783342489769069,7.4,5.999999999999999,Free,0.0
Graphing Calculator,TOOLS,3.9,9.424483541093094,5.3,5.999999999999999,Free,0.0
Unit Converter,TOOLS,4.5,11.35494914336493,5.4,5.999999999999999,Free,0.0
Calculator ++,TOOLS,4.6,10.419569338447822,3.6,5.999999999999999,Free,0.0
ConvertPad - Unit Converter,TOOLS,4.4,11.416755916013987,4.3,7.0,Free,0.0
Classic Calculator,TOOLS,4.0,11.358129577040982,27.0,6.698970004336019,Free,0.0
weight conversion calculator,TOOLS,4.0,6.693323668269949,1.8,5.0,Free,0.0
Age Calculator,TOOLS,4.4,10.096790261839317,3.3,5.999999999999999,Free,0.0
EzCalculator,TOOLS,4.1,7.4127640174265625,2.0,5.0,Free,0.0
SuperVPN Free VPN Client,TOOLS,4.3,13.264650823660357,6.1,7.698970004336018,Free,0.0
Hideman VPN,TOOLS,4.1,11.392733279641822,9.6,6.698970004336019,Free,0.0
Fast Secure VPN,TOOLS,4.3,10.948136318260808,9.6,5.999999999999999,Free,0.0
Free & Premium VPN - FinchVPN,TOOLS,4.2,9.857234168018666,10.0,5.999999999999999,Free,0.0
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,13.92561351047058,8.2,7.698970004336018,Free,0.0
OpenVPN Connect – Fast & Safe SSL VPN Client,TOOLS,4.2,11.948454102292779,14.0,7.0,Free,0.0
"VPN - Fast, Secure & Unlimited WiFi with VyprVPN",TOOLS,4.2,10.613393516911028,25.0,5.999999999999999,Free,0.0
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,10.592450993449742,9.9,5.999999999999999,Free,0.0
SurfEasy Secure Android VPN,TOOLS,4.5,12.518263167273844,22.0,6.698970004336019,Free,0.0
VPN Free - Betternet Hotspot VPN & Private Browser,TOOLS,4.5,13.593683639508495,8.9,7.0,Free,0.0
Smart Keyboard Trial,TOOLS,4.1,11.091285242179136,2.4,7.0,Free,0.0
"Emoji keyboard - Cute Emoticons, GIF, Stickers",TOOLS,4.4,13.91745323947558,25.0,7.698970004336018,Free,0.0
Wifi Analyzer,TOOLS,4.4,12.722229035480966,1.8,7.0,Free,0.0
Network Signal Info,TOOLS,4.1,10.431936961055667,17.0,5.999999999999999,Free,0.0
osmino Wi-Fi: free WiFi,TOOLS,4.2,11.807108857964343,4.1,7.0,Free,0.0
WiFi Overview 360,TOOLS,4.1,9.66097003203872,18.0,5.999999999999999,Free,0.0
Speedcheck,TOOLS,4.6,10.79914691380121,14.0,5.999999999999999,Free,0.0
NETGEAR WiFi Analytics,TOOLS,4.1,9.158625936289503,696.0,5.999999999999999,Free,0.0
Keypad Lock Screen,TOOLS,4.2,12.968235030661019,4.7,7.0,Free,0.0
photo keypad lockscreen,TOOLS,4.1,12.326270540842277,8.1,7.0,Free,0.0
Solo Locker (DIY Locker),TOOLS,4.5,13.069888332392908,7.9,7.0,Free,0.0
Lock Screen,TOOLS,4.0,10.624663238817353,4.6,5.999999999999999,Free,0.0
ZERO Lock Screen,TOOLS,3.5,11.2297133871899,544.0,5.999999999999999,Free,0.0
AppLock - Fingerprint,TOOLS,4.4,13.52146830235981,3.5,7.0,Free,0.0
Screen Off and Lock,TOOLS,4.1,12.060989068341023,525.0,7.0,Free,0.0
Screen Lock,TOOLS,4.2,11.131796808473668,2.1,5.999999999999999,Free,0.0
Funny Ringtones,PERSONALIZATION,4.4,8.874308038583354,14.0,5.999999999999999,Free,0.0
"XOS - Launcher,Theme,Wallpaper",PERSONALIZATION,4.6,10.812894646443958,8.7,6.698970004336019,Free,0.0
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,7.452402451223638,21.0,5.0,Free,0.0
Golden Launcher,PERSONALIZATION,4.4,10.398000850809813,12.0,6.698970004336019,Free,0.0
Launcher,PERSONALIZATION,4.5,11.541736414824339,18.0,5.999999999999999,Free,0.0
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,15.71803232690911,17.0,8.0,Free,0.0
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,8.933664178700935,3.8,5.698970004336018,Free,0.0
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,8.53168763756669,23.0,5.999999999999999,Free,0.0
Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,9.657139343577324,14.0,5.999999999999999,Free,0.0
ZenUI Launcher,PERSONALIZATION,4.7,13.947893165988372,15.0,7.698970004336018,Free,0.0
"Color Call - Caller Screen, LED Flash",PERSONALIZATION,4.7,10.291636938434605,9.9,5.999999999999999,Free,0.0
New Launcher 2018,PERSONALIZATION,4.4,11.866346119448382,12.0,7.0,Free,0.0
Diamond Zipper Lock Screen,PERSONALIZATION,4.3,11.180078648564056,12.0,7.0,Free,0.0
"Emoji Keyboard - Cute Emoji,GIF, Sticker, Emoticon",PERSONALIZATION,4.7,11.65139091508848,20.0,7.0,Free,0.0
3D Blue Glass Water Keyboard Theme,PERSONALIZATION,4.1,11.038254962793788,7.4,7.0,Free,0.0
Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,12.218366762223651,3.0,7.0,Free,0.0
New 2018 Keyboard,PERSONALIZATION,4.6,12.605925366952206,14.0,7.0,Free,0.0
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,15.570509392230441,14.0,8.0,Free,0.0
ZenUI Themes – Stylish Themes,PERSONALIZATION,4.4,10.766229817452608,7.2,7.0,Free,0.0
"Keyboard - wallpapers , photos",PERSONALIZATION,4.4,10.924588648762628,22.0,7.0,Free,0.0
Lovely Cute Pink Kitty Cat Keyboard Theme,PERSONALIZATION,4.3,7.726212650507529,7.2,5.698970004336018,Free,0.0
Microsoft Launcher,PERSONALIZATION,4.6,13.384062805532494,26.0,7.0,Free,0.0
Goku Wallpaper Art,PERSONALIZATION,4.7,8.754949455098293,38.0,5.999999999999999,Free,0.0
Door Lock Screen,PERSONALIZATION,4.3,8.596558746796978,3.9,5.999999999999999,Free,0.0
Cute wallpapers & kawaii backgrounds images,PERSONALIZATION,4.6,8.460411177317253,5.4,5.999999999999999,Free,0.0
ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,10.691035408517557,9.8,7.0,Free,0.0
"Hola Launcher- Theme,Wallpaper",PERSONALIZATION,4.5,15.002502703492821,7.6,8.0,Free,0.0
OnePlus Icon Pack - Square,PERSONALIZATION,4.7,5.43372200355424,1.1,5.698970004336018,Free,0.0
Live 3D Neon Blue Love Heart Keyboard Theme,PERSONALIZATION,4.3,8.798756582859841,9.1,5.999999999999999,Free,0.0
Pink Diamond Princess Keyboard Theme,PERSONALIZATION,3.7,9.286930974137896,6.8,5.999999999999999,Free,0.0
"Wallpapers HD, 4K Backgrounds",PERSONALIZATION,4.7,12.520861487320229,12.0,7.0,Free,0.0
Photo Lock App - Hide Pictures & Videos,PERSONALIZATION,4.5,10.282026722705035,3.3,6.698970004336019,Free,0.0
Romantic Love Photo Frames,PERSONALIZATION,4.4,9.847869128773116,12.0,6.698970004336019,Free,0.0
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,7.628517626575055,9.8,5.698970004336018,Free,0.0
OnePlus Icon Pack,PERSONALIZATION,4.8,6.0867747269123065,920.0,5.698970004336018,Free,0.0
Water Garden Live Wallpaper,PERSONALIZATION,4.6,11.104250209849171,14.0,6.698970004336019,Free,0.0
Water Droplets Keyboard Theme,PERSONALIZATION,4.1,5.986452005284438,6.8,5.0,Free,0.0
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,9.400051227201992,27.0,5.698970004336018,Free,0.0
Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,7.947325027016463,7.4,5.0,Free,0.0
Ringtones & Wallpapers for Me,PERSONALIZATION,4.2,11.400226981044614,29.0,7.0,Free,0.0
Zooper Widget,PERSONALIZATION,4.0,10.325416386674958,5.9,5.999999999999999,Free,0.0
Beautiful Widgets Pro,PERSONALIZATION,4.2,11.491599678255476,14.0,5.999999999999999,Paid,2.49
Beautiful Widgets Free,PERSONALIZATION,3.9,10.128110009729737,14.0,5.999999999999999,Free,0.0
HD Widgets,PERSONALIZATION,4.3,10.978780035882622,26.0,5.999999999999999,Paid,0.99
DashClock Widget,PERSONALIZATION,4.1,11.03973275601109,1.9,5.999999999999999,Free,0.0
Fancy Widgets,PERSONALIZATION,4.2,10.525058169606785,3.9,6.698970004336019,Free,0.0
Kairo XP (for HD Widgets),PERSONALIZATION,4.4,7.372118028337787,779.0,4.0,Paid,0.99
Best Wallpapers QHD,PERSONALIZATION,4.4,12.593716562001331,5.1,7.0,Free,0.0
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,11.06074603663697,10.0,6.698970004336019,Free,0.0
Waterfall Live Wallpaper,PERSONALIZATION,4.1,11.634939537154429,13.0,7.0,Free,0.0
Galaxy Live Wallpaper,PERSONALIZATION,4.2,10.969094439590254,4.0,6.698970004336019,Free,0.0
Northern Lights FREE (Aurora),PERSONALIZATION,4.1,9.407550541263888,5.4,5.999999999999999,Free,0.0
Flowers Live Wallpaper,PERSONALIZATION,4.1,11.682322188127252,3.3,7.0,Free,0.0
Petals 3D live wallpaper,PERSONALIZATION,4.2,11.630521816535554,4.3,7.0,Free,0.0
Galactic Core Free Wallpaper,PERSONALIZATION,4.1,11.147887073270219,853.0,7.0,Free,0.0
LINE Launcher,PERSONALIZATION,4.4,13.506043574790093,21.0,7.0,Free,0.0
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,11.967148990712163,6.4,7.0,Free,0.0
Sun Rise Free Live Wallpaper,PERSONALIZATION,4.3,11.367680015613487,8.6,7.0,Free,0.0
Wallpapers HD,PERSONALIZATION,4.6,13.091864993894518,2.1,7.0,Free,0.0
Tiger Live Wallpaper,PERSONALIZATION,4.1,11.260919368970917,7.1,6.698970004336019,Free,0.0
Pink Roses Live Wallpaper,PERSONALIZATION,4.2,10.406502754210141,3.3,5.999999999999999,Free,0.0
Butterfly Live Wallpaper,PERSONALIZATION,4.1,10.484892788250326,3.5,6.698970004336019,Free,0.0
Koi Free Live Wallpaper,PERSONALIZATION,4.2,12.57846689132745,4.1,7.698970004336018,Free,0.0
Wallpaper,PERSONALIZATION,4.5,11.148909354774602,9.7,5.999999999999999,Free,0.0
Wolves Live Wallpaper,PERSONALIZATION,4.3,9.249657234353133,3.3,5.999999999999999,Free,0.0
Horses Live Wallpaper,PERSONALIZATION,4.2,10.268338977758996,7.1,5.999999999999999,Free,0.0
Tropical Beach Live Wallpaper,PERSONALIZATION,4.0,9.336356092559043,8.4,5.999999999999999,Free,0.0
Glowing Flowers Live Wallpaper,PERSONALIZATION,4.2,11.108409905897652,7.0,6.698970004336019,Free,0.0
Dolphins Live Wallpaper,PERSONALIZATION,4.2,10.15840105193914,5.5,5.999999999999999,Free,0.0
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,12.435659394791243,13.0,7.0,Free,0.0
BIG Launcher,PERSONALIZATION,4.3,6.78105762593618,5.9,4.0,Paid,9.99
"iKeyboard - emoji, emoticons",PERSONALIZATION,4.5,13.34538532132466,24.0,7.0,Free,0.0
Simple Neon Blue Future Tech Keyboard Theme,PERSONALIZATION,4.1,10.842420014891108,6.2,7.0,Free,0.0
TouchPal Purple Butterfly Theme,PERSONALIZATION,4.2,8.913953858894255,6.9,5.999999999999999,Free,0.0
Lavender Emoji Keyboard Theme,PERSONALIZATION,4.1,9.393328373313297,6.1,5.999999999999999,Free,0.0
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,13.987911400133163,24.0,7.0,Free,0.0
QR Scanner & Barcode Scanner 2018,PRODUCTIVITY,3.8,9.015055148790369,4.1,7.0,Free,0.0
Microsoft Outlook,PRODUCTIVITY,4.3,14.995056234455642,50.0,8.0,Free,0.0
My Claro Peru,PRODUCTIVITY,3.2,9.323669057283185,11.0,6.698970004336019,Free,0.0
Power Booster - Junk Cleaner & CPU Cooler & Boost,PRODUCTIVITY,4.5,9.175024026848615,5.1,5.999999999999999,Free,0.0
Google Assistant,PRODUCTIVITY,4.2,10.979769020719225,1.3,7.0,Free,0.0
Archos File Manager,PRODUCTIVITY,4.0,7.664346632098617,2.3,6.698970004336019,Free,0.0
ES File Explorer File Manager,PRODUCTIVITY,4.6,15.49893936427013,16.0,8.0,Free,0.0
MyMTN,PRODUCTIVITY,4.0,9.053686561930807,15.0,5.999999999999999,Free,0.0
Dropbox,PRODUCTIVITY,4.4,14.436791098861043,61.0,8.698970004336019,Free,0.0
ASUS Quick Memo,PRODUCTIVITY,4.5,10.047111592619004,1.6,7.0,Free,0.0
lifebox,PRODUCTIVITY,4.2,10.940277627560896,49.0,6.698970004336019,Free,0.0
Content Transfer,PRODUCTIVITY,4.7,9.867963996467081,7.2,6.698970004336019,Free,0.0
Advanced Task Killer,PRODUCTIVITY,4.4,13.265699793295681,1.5,7.698970004336018,Free,0.0
Microsoft Translator,PRODUCTIVITY,4.6,12.253414141839224,49.0,6.698970004336019,Free,0.0
"My Airtel-Online Recharge, Pay Bill, Wallet, UPI",PRODUCTIVITY,4.3,14.219903758451343,14.0,7.698970004336018,Free,0.0
Hacker's Keyboard,PRODUCTIVITY,4.4,10.631470847931531,1.2,5.999999999999999,Free,0.0
Security & Privacy,PRODUCTIVITY,4.0,5.356586274672012,10.0,5.999999999999999,Free,0.0
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,8.701346403039162,4.3,5.698970004336018,Free,0.0
Loop - Habit Tracker,PRODUCTIVITY,4.7,9.795623906660182,3.8,5.999999999999999,Free,0.0
Keeper: Free Password Manager & Secure Vault,PRODUCTIVITY,4.2,11.213791401404334,32.0,7.0,Free,0.0
Pushbullet - SMS on PC,PRODUCTIVITY,4.5,12.083187239895215,4.5,5.999999999999999,Free,0.0
Planner Pro-Personal Organizer,PRODUCTIVITY,4.0,9.236982302922604,8.4,5.999999999999999,Free,0.0
Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,11.957604875954718,12.0,7.0,Free,0.0
Cozi Family Organizer,PRODUCTIVITY,4.4,10.945758740331856,25.0,5.999999999999999,Free,0.0
Trello,PRODUCTIVITY,4.5,11.191521135113415,12.0,6.698970004336019,Free,0.0
Easy Voice Recorder,PRODUCTIVITY,4.4,12.231696531667767,7.1,7.0,Free,0.0
ES File Explorer File Manager,PRODUCTIVITY,4.6,15.498936763962329,16.0,8.0,Free,0.0
Solid Explorer Classic,PRODUCTIVITY,4.5,10.815649773826504,6.5,5.999999999999999,Free,0.0
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,13.319872352619809,9.2,7.698970004336018,Free,0.0
File Explorer,PRODUCTIVITY,4.1,6.88653164253051,720.0,5.0,Free,0.0
The Maner,PRODUCTIVITY,4.2,10.878330171359899,2.2,6.698970004336019,Free,0.0
Smart File Manager,PRODUCTIVITY,4.2,9.765087182800102,4.1,5.999999999999999,Free,0.0
"Polaris Office - Word, Docs, Sheets, Slide, PDF",PRODUCTIVITY,4.3,13.217491722495906,60.0,7.0,Free,0.0
"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",PRODUCTIVITY,4.5,14.226385672229902,37.0,8.0,Free,0.0
Simple Notepad,PRODUCTIVITY,4.3,9.419060402624668,713.0,5.999999999999999,Free,0.0
Keep My Notes - Notepad & Memo,PRODUCTIVITY,4.6,11.715245708270873,4.7,6.698970004336019,Free,0.0
Sticky Note + : Sync Notes,PRODUCTIVITY,4.2,9.976133742520982,6.6,5.999999999999999,Free,0.0
Notepad,PRODUCTIVITY,4.2,11.297018168695637,2.5,7.0,Free,0.0
Squid - Take Notes & Markup PDFs,PRODUCTIVITY,4.2,10.524171561362358,19.0,5.999999999999999,Free,0.0
Notepad & To do list,PRODUCTIVITY,4.3,12.329594736812803,4.2,7.0,Free,0.0
"JotterPad - Writer, Screenplay, Novel",PRODUCTIVITY,4.6,10.966541745803523,11.0,5.999999999999999,Free,0.0
Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,11.957604875954718,12.0,7.0,Free,0.0
Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,9.103311799217659,5.7,5.999999999999999,Free,0.0
Today Calendar 2017,PRODUCTIVITY,4.2,9.701922012375412,9.0,5.999999999999999,Free,0.0
New Calendar,PRODUCTIVITY,4.5,10.165274727442542,6.9,5.999999999999999,Free,0.0
Planner Pro-Personal Organizer,PRODUCTIVITY,4.0,9.236982302922604,8.4,5.999999999999999,Free,0.0
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,11.016002746373228,1.9,6.698970004336019,Free,0.0
Business Calendar 2,PRODUCTIVITY,4.6,11.538534730476648,15.0,6.698970004336019,Free,0.0
Unclouded - Cloud Manager,PRODUCTIVITY,4.1,8.83200393125627,11.0,5.0,Free,0.0
Dropbox,PRODUCTIVITY,4.4,14.43679056160488,61.0,8.698970004336019,Free,0.0
Amazon Drive,PRODUCTIVITY,4.4,9.834619673237327,4.1,5.999999999999999,Free,0.0
SugarSync,PRODUCTIVITY,4.1,9.70625538300642,3.8,5.999999999999999,Free,0.0
MediaFire,PRODUCTIVITY,4.1,11.176501227197052,3.8,6.698970004336019,Free,0.0
Baby Names,PARENTING,4.5,4.454347296253507,2.8,4.0,Free,0.0
My baby Game (Balloon POP!),PARENTING,3.8,8.192570471152173,3.3,5.999999999999999,Free,0.0
Development of the child up to a year,PARENTING,4.6,7.253470382684528,14.0,5.0,Free,0.0
Favorite children's songs,PARENTING,4.7,3.6635616461296463,95.0,4.0,Free,0.0
Baby Panda Learns Shapes,PARENTING,4.0,8.239857411018601,42.0,5.999999999999999,Free,0.0
Mozart Baby Sleep,PARENTING,4.7,4.672828834461906,98.0,4.698970004336019,Free,0.0
Kids Videos,PARENTING,4.1,6.326149473155099,6.4,5.0,Free,0.0
My baby firework,PARENTING,3.7,8.512381634419015,2.8,5.999999999999999,Free,0.0
Baby Food - Homemade Recipes,PARENTING,4.1,3.784189633918261,3.6,4.0,Free,0.0
My baby Phone,PARENTING,3.7,9.13701670755734,2.4,5.999999999999999,Free,0.0
Baby Sleep: White noise lullabies for newborns,PARENTING,4.6,11.04109617021092,3.4,5.999999999999999,Free,0.0
Arabic Chat - Chat,PARENTING,4.4,5.087596335232384,1.5,4.0,Free,0.0
BookBaby - Baby Development,PARENTING,4.6,6.90975328164481,5.0,4.698970004336019,Free,0.0
Kids Craft Ideas,PARENTING,4.1,4.59511985013459,6.6,4.0,Free,0.0
How do I take care of my child?,PARENTING,4.8,5.247024072160486,6.8,5.0,Free,0.0
Baby Name Together,PARENTING,4.0,6.139884552226255,24.0,5.0,Free,0.0
White Noise for Baby,PARENTING,4.9,6.57507584059962,6.6,5.0,Free,0.0
The first year of a baby's life,PARENTING,4.8,8.923324744067562,9.1,5.0,Free,0.0
Safe365 – Cell Phone GPS Locator For Your Family,PARENTING,4.4,9.350189267092581,11.0,5.999999999999999,Free,0.0
Listen to the story~The Story of the Fairy Tales,PARENTING,4.7,4.23410650459726,5.8,3.6989700043360187,Free,0.0
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,7.906547232368036,24.0,5.698970004336018,Free,0.0
"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",PARENTING,4.6,5.855071922202427,4.4,5.0,Free,0.0
PPS Online,PARENTING,4.6,3.6109179126442243,16.0,4.0,Free,0.0
Johny Johny Yes Papa Nursery Rhyme - offline Video,PARENTING,4.5,6.692083742506628,11.0,5.698970004336018,Free,0.0
Latest Emmanuella Comedy Video,PARENTING,4.6,4.0943445622221,4.9,4.0,Free,0.0
Baby Care & Tracker,PARENTING,4.1,5.765191102784844,11.0,5.0,Free,0.0
Urban Limo Taxi Simulator,PARENTING,3.8,6.714170529909472,53.0,5.999999999999999,Free,0.0
